customerkey,customername,age,maritalstatus,gender,datefirstpurchase,city,stateprovincename,englishcountryregionname
11360,Tyrone Serrano,39,S,M,6/27/2020,Rockhampton,Queensland,Australia
11361,Cindy G Ramos,40,M,F,10-01-2022,Newcastle,New South Wales,Australia
11362,Damien M Shan,39,M,M,3/29/2022,Cranbourne,Victoria,Australia
11363,Julian Ross,40,S,M,06-08-2020,Melbourne,Victoria,Australia
11364,Jennifer Collins,38,S,F,06-07-2020,Geelong,Victoria,Australia
11365,Brittney Sun,38,S,F,5/31/2020,Findon,South Australia,Australia
11366,Virginia R Patel,38,M,F,6/24/2022,Seaford,Victoria,Australia
11367,Calvin J Nara,38,M,M,07-07-2022,North Sydney,New South Wales,Australia
11368,Edward Miller,38,S,M,6/24/2020,Rockhampton,Queensland,Australia
11369,Ashlee D Tang,39,M,F,07-05-2022,Findon,South Australia,Australia
11370,Alicia Xu,39,M,F,7/13/2022,South Melbourne,Victoria,Australia
11371,Lacey C Jai,39,M,F,11-07-2022,Rockhampton,Queensland,Australia
11372,Wendy H Romero,39,S,F,06-07-2020,Brisbane,Queensland,Australia
11373,Carly H Luo,68,M,F,8/27/2022,Salzgitter,Hessen,Germany
11374,Jimmy M Ortega,74,S,M,4/15/2022,Werne,Nordrhein-Westfalen,Germany
11375,Francisco Martinez,74,M,M,10/17/2022,High Wycombe,England,United Kingdom
11376,Lance Vazquez,74,S,M,10/15/2022,Liverpool,England,United Kingdom
11377,David R. Robinett,56,M,M,2/28/2022,Solingen,Nordrhein-Westfalen,Germany
11378,Shannon Liang,57,S,F,10/17/2021,Metz,Moselle,France
11379,Gary Vazquez,46,M,M,10-02-2021,Boulogne-Billancourt,Hauts de Seine,France
11380,Mitchell L Kumar,58,S,M,10-11-2020,Saarlouis,Saarland,Germany
11381,Meredith Raman,52,M,F,06-12-2020,London,England,United Kingdom
11382,Edward Patterson,48,M,M,11-03-2021,Roubaix,Nord,France
11383,Marie Gill,57,M,F,01-01-2023,Roissy en Brie,Seine et Marne,France
11384,Tiffany E Wang,51,M,F,08-02-2022,Les Ulis,Essonne,France
11385,Miguel C Allen,51,S,M,07-06-2022,York,England,United Kingdom
11386,Jaclyn Cai,51,M,F,11-02-2022,Darmstadt,Hessen,Germany
11387,Megan C Ramirez,58,S,F,7/26/2020,Gateshead,England,United Kingdom
11388,Joseph Martin,58,M,M,07-03-2020,York,England,United Kingdom
11389,Karl J Shan,42,S,M,11/17/2022,Duesseldorf,Hessen,Germany
11390,Christine J Raji,47,S,F,11-07-2022,Saint Germain en Laye,Yveline,France
11391,Lindsay T Xie,46,S,F,10/26/2022,Salzgitter,Hessen,Germany
11392,Willie Zhao,42,S,M,3/29/2022,Frankfurt,Hessen,Germany
11393,Kurt B Pal,48,S,M,7/16/2022,Saint Ouen,Loir et Cher,France
11394,George McDonald,48,S,M,07-04-2020,Milton Keynes,England,United Kingdom
11395,Beth C Gutierrez,47,S,F,11/14/2020,Frankfurt,Bayern,Germany
11396,Ian G Lopez,48,M,M,10/26/2022,Saarlouis,Saarland,Germany
11397,Latoya R Shan,48,S,F,07-07-2022,Paris,Seine (Paris),France
11398,Colin N Nath,48,S,M,07-03-2020,Newcastle upon Tyne,England,United Kingdom
11399,Brenda F Mehta,48,S,F,4/13/2022,Paris,Seine (Paris),France
11400,Franklin Raji,43,S,M,7/15/2020,London,England,United Kingdom
11401,Linda Navarro,48,M,F,10/28/2021,Paris,Seine (Paris),France
11402,Kelli R Cai,47,M,F,11-07-2021,Orleans,Loiret,France
11403,Nancy Schmidt,43,S,F,10/28/2021,Saint Ouen,Charente-Maritime,France
11404,Megan E Taylor,65,S,F,02-10-2022,Kassel,Hessen,Germany
11405,Bonnie Goel,65,S,F,3/31/2022,Bonn,Hamburg,Germany
11406,Latoya L Xu,65,M,F,11-04-2021,Paris,Seine (Paris),France
11407,Mario She,65,M,M,6/23/2022,Münster,Saarland,Germany
11408,Darren M Gill,58,M,M,03-05-2022,London,England,United Kingdom
11409,Jacqueline H Hayes,44,S,F,11/17/2021,Saint Germain en Laye,Yveline,France
11410,Maurice Goel,49,M,M,11/13/2021,Paris,Seine (Paris),France
11411,Devin A Ross,63,M,M,08-04-2022,Ingolstadt,Bayern,Germany
11412,Sydney S Bryant,63,S,F,11-05-2020,Ingolstadt,Bayern,Germany
11413,Megan L Stewart,63,M,F,08-10-2020,Gateshead,England,United Kingdom
11414,Ian Richardson,63,S,M,8/13/2020,Kirkby,England,United Kingdom
11415,Randy H She,73,S,M,8/16/2022,Darmstadt,Hessen,Germany
11416,Katrina Becker,72,M,F,11-07-2021,Croix,Nord,France
11417,Lacey C Zheng,72,M,F,11-04-2021,Pantin,Seine Saint Denis,France
11418,Rafael J Hu,72,S,M,12/17/2022,Paderborn,Nordrhein-Westfalen,Germany
11419,Kyle D Scott,72,M,M,03-12-2022,Watford,England,United Kingdom
11420,Jordan C Turner,71,M,M,11-01-2021,Roubaix,Nord,France
11421,Amy C Sun,71,M,F,11-03-2020,Offenbach,Saarland,Germany
11422,Dustin F Deng,71,M,M,8/22/2020,Liverpool,England,United Kingdom
11423,Jasmine Stewart,63,M,F,12-10-2020,Hamburg,Hamburg,Germany
11424,Pamela S Garcia,58,M,F,4/21/2022,Berlin,Saarland,Germany
11425,Ariana D Gray,57,M,F,11/22/2021,Metz,Moselle,France
11426,Kristopher Mehta,64,M,M,04-09-2022,Braunschweig,Nordrhein-Westfalen,Germany
11427,Desiree S Dominguez,63,M,F,12/20/2020,Kiel,Saarland,Germany
11428,Deanna Perez,64,S,F,12-05-2020,Poing,Saarland,Germany
11429,Marco Lopez,65,M,M,12/14/2021,Sèvres,Hauts de Seine,France
11430,Casey K Yuan,65,M,F,3/19/2022,Bottrop,Nordrhein-Westfalen,Germany
11431,Bryant Garcia,48,M,M,12/21/2020,Hof,Bayern,Germany
11432,Dominique L Prasad,66,M,F,12-10-2021,Roissy en Brie,Seine et Marne,France
11433,Maurice M Shan,66,M,M,12-02-2021,Tremblay-en-France,Seine Saint Denis,France
11434,Andre Lopez,61,M,M,6/15/2022,West Sussex,England,United Kingdom
11435,Robin Romero,67,S,F,01-04-2023,Kiel,Saarland,Germany
11436,Taylor Cox,67,M,F,5/22/2022,Watford,England,United Kingdom
11437,Alfredo Moreno,67,M,M,12/19/2022,Villeneuve-d'Ascq,Nord,France
11438,Jenny Nara,68,M,F,02-05-2022,Werne,Nordrhein-Westfalen,Germany
11439,Janet Munoz,69,M,F,11/29/2021,Paris La Defense,Hauts de Seine,France
11440,Sergio C Weber,70,M,M,3/27/2022,Lille,Nord,France
11441,Erika Gomez,70,M,F,01-08-2023,Paris,Seine (Paris),France
11442,Joseph D Harris,69,M,M,9/29/2022,Tremblay-en-France,Seine Saint Denis,France
11443,Grace Griffin,41,S,F,06-07-2020,Hobart,Tasmania,Australia
11444,Tina C Mehta,41,M,F,06-01-2020,Bendigo,Victoria,Australia
11445,Kari S Kim,43,S,F,06-06-2020,Silverwater,New South Wales,Australia
11446,Bethany K Chander,43,S,F,6/18/2020,Lane Cove,New South Wales,Australia
11447,Jennifer Roberts,43,M,F,6/28/2020,Hervey Bay,Queensland,Australia
11448,Kyle Patterson,42,S,M,6/16/2020,Melbourne,Victoria,Australia
11449,Alvin E Hu,42,M,M,6/19/2020,Seaford,Victoria,Australia
11450,Brett Mehta,41,S,M,6/29/2020,Cloverdale,South Australia,Australia
11451,Ruben L Muñoz,43,S,M,7/29/2020,Newcastle,New South Wales,Australia
11452,Erika A Rubio,44,S,F,07-11-2020,Caloundra,Queensland,Australia
11453,Stanley H Malhotra,38,S,M,7/15/2020,Hobart,Tasmania,Australia
11454,Melinda Navarro,43,S,F,7/31/2020,Melbourne,Victoria,Australia
11455,Ross Sanz,43,M,M,07-01-2020,Melton,Victoria,Australia
11456,Jon C Gao,43,M,M,7/17/2020,St. Leonards,New South Wales,Australia
11457,Jaime C Gutierrez,44,M,F,7/17/2020,Wollongong,New South Wales,Australia
11458,Bianca K Liu,44,M,F,3/30/2022,Springwood,New South Wales,Australia
11459,Tasha Deng,45,S,F,7/27/2020,Port Macquarie,New South Wales,Australia
11460,Melvin R Chande,39,S,M,7/21/2020,Cranbourne,Victoria,Australia
11461,Victor Jimenez,45,S,M,7/31/2020,Lavender Bay,New South Wales,Australia
11462,Laura L Lin,45,M,F,7/16/2020,Matraville,New South Wales,Australia
11463,Alisha E Beck,45,M,F,03-05-2022,Cloverdale,South Australia,Australia
11464,Alejandro Huang,45,M,M,7/22/2020,South Melbourne,Victoria,Australia
11465,Louis Luo,46,M,M,7/14/2020,Gold Coast,Queensland,Australia
11466,Grant H Tang,46,M,M,5/22/2022,Lavender Bay,New South Wales,Australia
11467,Arturo C Zheng,48,M,M,7/31/2022,St. Leonards,New South Wales,Australia
11468,Jaclyn Andersen,42,M,F,08-08-2020,York,England,United Kingdom
11469,Edwin Raji,44,S,M,08-09-2022,York,England,United Kingdom
11470,Jay C Suarez,44,S,M,1/22/2021,Stuttgart,Saarland,Germany
11471,Latasha Suarez,44,S,F,5/17/2022,Chatou,Yveline,France
11472,Kenneth Kumar,54,S,M,7/26/2020,Hawthorne,Queensland,Australia
11473,Grace M Henderson,37,S,F,06-02-2022,Drancy,Seine Saint Denis,France
11474,Melvin A Xu,37,S,M,9/26/2022,Peterborough,England,United Kingdom
11475,Cesar L Subram,39,S,M,4/23/2022,London,England,United Kingdom
11476,Erika K Navarro,42,M,F,11-01-2022,Kirkby,England,United Kingdom
11477,Tristan Hughes,38,S,M,9/25/2022,Darmstadt,Hessen,Germany
11478,Billy C Hernandez,39,S,M,4/19/2022,Sèvres,Hauts de Seine,France
11479,Darryl L Wu,44,M,M,12-05-2021,Saint Ouen,Loir et Cher,France
11480,Colleen A Ma,39,M,F,12/25/2021,Tremblay-en-France,Seine Saint Denis,France
11481,Erica Hu,44,M,F,1/27/2021,Braunschweig,Nordrhein-Westfalen,Germany
11482,Adrienne C Torres,45,S,F,09-08-2020,Warrington,England,United Kingdom
11483,Calvin E Chande,39,M,M,12/22/2021,Paris,Seine (Paris),France
11484,Erick L Sai,40,S,M,01-02-2021,Neunkirchen,Saarland,Germany
11485,Donald Chandra,45,M,M,9/14/2020,Esher-Molesey,England,United Kingdom
11486,Ariana F Rogers,40,S,F,11/24/2022,Erlangen,Bayern,Germany
11487,Morgan C Jones,46,S,F,12/15/2022,Dunkerque,Nord,France
11488,Jermaine Lopez,46,S,M,10/28/2020,London,England,United Kingdom
11489,Deborah S Goel,46,S,F,10/28/2020,Oxford,England,United Kingdom
11490,Danny Rubio,46,S,M,04-04-2022,Paris La Defense,Hauts de Seine,France
11491,Andre Perez,41,M,M,11-07-2020,London,England,United Kingdom
11492,Terrence C Chander,40,S,M,02-11-2021,Eilenburg,Brandenburg,Germany
11493,Dawn T Wu,46,S,F,11/14/2020,London,England,United Kingdom
11494,Jimmy M Gutierrez,47,S,M,12/23/2020,Runcorn,England,United Kingdom
11495,Francis Jimenez,46,S,M,10/26/2022,Bonn,Nordrhein-Westfalen,Germany
11496,Gary Ortega,47,S,M,11/30/2020,Warrington,England,United Kingdom
11497,Katrina R Nath,41,S,F,11-04-2022,Newcastle upon Tyne,England,United Kingdom
11498,Arturo C Sun,43,S,M,2/28/2022,Cliffside,British Columbia,Canada
11499,Pedro A Vance,42,S,M,04-06-2022,Concord,California,United States
11500,Sarah V Simmons,43,S,F,1/31/2022,Langley,British Columbia,Canada
11501,Brandy P Chandra,42,S,F,3/27/2022,Cliffside,British Columbia,Canada
11502,Jared Peterson,42,S,M,1/30/2022,Shawnee,British Columbia,Canada
11503,Dennis G Wu,87,M,M,5/26/2022,Coronado,California,United States
11504,Jordan P Baker,86,M,F,05-01-2022,Downey,California,United States
11505,Jasmine A Powell,51,S,F,2/22/2022,Burnaby,British Columbia,Canada
11506,Nicholas S Brown,51,S,M,03-08-2022,Port Hammond,British Columbia,Canada
11507,Isabella A Russell,50,S,F,2/17/2022,Victoria,British Columbia,Canada
11508,Elizabeth R Wilson,51,S,F,05-02-2022,Lynnwood,Washington,United States
11509,Roger Harui,58,M,F,7/29/2022,Novato,California,United States
11510,Seth H Roberts,64,M,M,03-12-2022,N. Vancouver,British Columbia,Canada
11511,Caleb Perry,58,M,M,3/13/2022,Lebanon,Oregon,United States
11512,Natalie L Campbell,46,S,F,12/28/2022,Oak Bay,British Columbia,Canada
11513,Alyssa A Howard,57,S,F,06-08-2022,Royal Oak,British Columbia,Canada
11514,Dalton Diaz,58,M,M,6/24/2022,Tacoma,Washington,United States
11515,Shannon H Huang,63,M,F,8/31/2020,Burbank,California,United States
11516,Mya Gonzales,46,M,F,9/15/2020,Colma,California,United States
11517,Katherine A Bryant,63,M,F,6/26/2022,Redwood City,California,United States
11518,Edward Washington,62,M,M,10/27/2022,Milwaukie,Oregon,United States
11519,Jerome B Navarro,62,M,M,3/13/2022,Cliffside,British Columbia,Canada
11520,Jada A Morgan,62,M,F,2/22/2022,Port Hammond,British Columbia,Canada
11521,Ariana Peterson,45,M,F,03-05-2022,Walla Walla,Washington,United States
11522,Christian J Hughes,50,M,M,09-03-2020,Oregon City,Oregon,United States
11523,Lucas V Taylor,61,M,M,2/15/2022,N. Vancouver,British Columbia,Canada
11524,Alyssa L Jackson,61,M,F,8/28/2022,Torrance,California,United States
11525,Ariana Cook,61,M,F,09-06-2020,Lebanon,Oregon,United States
11526,Katherine P Diaz,50,M,F,02-03-2022,Westminster,British Columbia,Canada
11527,Jenna J Green,61,M,F,02-07-2022,San Gabriel,California,United States
11528,Joan Washington,54,M,F,09-12-2020,Glendale,California,United States
11529,Austin L Bryant,59,M,M,9/24/2020,Portland,Oregon,United States
11530,Andrew C Martinez,60,M,M,1/28/2022,N. Vancouver,British Columbia,Canada
11531,Nina R Yuan,60,M,F,8/30/2020,Beverly Hills,California,United States
11532,Lauren Miller,60,M,F,04-05-2022,Redmond,Washington,United States
11533,Ebony E Gill,54,M,F,5/14/2022,Birmingham,Alabama,United States
11534,Cameron M Lewis,58,S,M,9/18/2020,Long Beach,California,United States
11535,Devin Nelson,59,M,M,09-02-2020,Lebanon,Oregon,United States
11536,Logan J Chow,54,M,M,9/24/2020,Fremont,California,United States
11537,Dakota Ross,59,M,M,9/21/2020,Colma,California,United States
11538,Nicole B Taylor,58,S,F,9/16/2020,Palo Alto,California,United States
11539,Justin Washington,52,M,M,9/23/2020,Concord,California,United States
11540,Alberto C Navarro,53,S,M,9/13/2020,Coronado,California,United States
11541,Aidan D Ross,58,S,M,09-12-2020,Portland,Oregon,United States
11542,Alejandro L Tang,43,S,M,05-11-2022,York,England,United Kingdom
11543,Sheena Chande,49,M,F,12/21/2022,Paris,Seine (Paris),France
11544,Joel A Garcia,44,M,M,8/28/2022,Darmstadt,Hessen,Germany
11545,Reginald Dominguez,49,M,M,7/13/2022,Paris,Seine (Paris),France
11546,Christine Chande,49,M,F,12-02-2021,Roubaix,Nord,France
11547,Cindy E Sai,44,M,F,12/25/2021,Paris,Seine (Paris),France
11548,Raymond Sanchez,49,S,M,12-02-2020,Berkshire,England,United Kingdom
11549,Crystal J Liang,43,M,F,12/21/2020,London,England,United Kingdom
11550,Deb Torres,43,S,F,1/20/2021,Oxford,England,United Kingdom
11551,Shannon Alvarez,44,S,M,03-01-2022,Colombes,Hauts de Seine,France
11552,Eddie L Rubio,50,S,M,01-06-2023,Salzgitter,Hessen,Germany
11553,Sharon D Luo,50,M,F,8/22/2022,Reading,England,United Kingdom
11554,Sydney Simmons,91,S,F,05-08-2022,Tremblay-en-France,Seine Saint Denis,France
11555,Alexandria R Henderson,85,M,F,05-08-2022,Esher-Molesey,England,United Kingdom
11556,Lucas J Evans,50,M,M,12/21/2022,Warrington,England,United Kingdom
11557,Felicia Ramos,50,S,F,08-08-2022,York,England,United Kingdom
11558,Ivan E Malhotra,50,S,M,11/30/2022,Woolston,England,United Kingdom
11559,Frederick M Subram,44,S,M,11/29/2022,Solingen,Nordrhein-Westfalen,Germany
11560,Whitney Srini,44,S,F,12-03-2022,London,England,United Kingdom
11561,Briana Dominguez,51,S,F,2/19/2021,München,Nordrhein-Westfalen,Germany
11562,Jarrod Gonzalez,51,M,M,6/26/2022,Leipzig,Nordrhein-Westfalen,Germany
11563,Cesar Srini,51,S,M,07-05-2022,London,England,United Kingdom
11564,Jorge L Liang,51,S,M,2/16/2021,Frankfurt am Main,Hamburg,Germany
11565,Erik S Diaz,51,S,M,09-08-2022,Berks,England,United Kingdom
11566,April L Shan,50,M,F,1/28/2022,Cergy,Val d'Oise,France
11567,Carla Perez,44,M,F,3/15/2022,Berlin,Saarland,Germany
11568,Alexia Foster,51,S,F,01-10-2021,Cheltenham,England,United Kingdom
11569,Troy Malhotra,46,M,M,11/20/2022,West Sussex,England,United Kingdom
11570,Kristin K Andersen,51,M,F,3/25/2021,Berlin,Hessen,Germany
11571,Joel Sai,51,M,M,12-12-2021,Orleans,Loiret,France
11572,Billy Moreno,46,M,M,12-09-2021,Dunkerque,Nord,France
11573,Meagan W Subram,46,S,F,7/27/2022,Woolston,England,United Kingdom
11574,Karla V Luo,52,S,F,3/15/2022,West Sussex,England,United Kingdom
11575,Jackson Campbell,52,S,M,1/20/2021,Leeds,England,United Kingdom
11576,Micah V Zhu,52,M,M,12/15/2021,Croix,Nord,France
11577,Janet Serrano,52,M,F,12/21/2021,Paris,Seine (Paris),France
11578,Trisha Huang,53,S,F,11/29/2021,Pantin,Seine Saint Denis,France
11579,Clayton Beck,42,S,M,7/31/2022,Warrington,England,United Kingdom
11580,Melvin Raje,84,M,M,4/16/2022,Berkshire,England,United Kingdom
11581,Cindy Jordan,51,M,F,02-11-2022,Paris,Seine (Paris),France
11582,Claudia E Ma,49,S,F,12-07-2021,Pantin,Seine Saint Denis,France
11583,Karla M Xu,52,S,F,12/21/2021,Chatou,Yveline,France
11584,Devin J Carter,51,M,M,9/16/2022,Neunkirchen,Saarland,Germany
11585,Kari L Perez,47,M,F,01-10-2023,Billericay,England,United Kingdom
11586,Alberto Romero,51,M,M,10/28/2022,York,England,United Kingdom
11587,Kevin Bryant,47,S,M,11/29/2021,Metz,Moselle,France
11588,Candace Mehta,53,M,F,11/29/2021,Saint-Denis,Seine Saint Denis,France
11589,Ebony Malhotra,48,M,F,06-04-2022,London,England,United Kingdom
11590,Erika F Diaz,43,S,F,12-01-2021,Drancy,Seine Saint Denis,France
11591,Stacey W Lu,54,S,F,01-11-2020,Versailles,Yveline,France
11592,Darrell T Raji,39,S,M,01-11-2020,Paris,Seine (Paris),France
11593,Armando Moreno,40,S,M,1/21/2020,Orleans,Loiret,France
11594,Corey Goel,38,S,M,8/17/2022,Verrieres Le Buisson,Essonne,France
11595,Sebastian Howard,38,S,M,12/30/2022,Erlangen,Bayern,Germany
11596,Roger E Raje,54,M,M,10-01-2022,Runcorn,England,United Kingdom
11597,Janelle C Chandra,39,S,F,01-05-2023,Orly,Val de Marne,France
11598,Meredith B Ruiz,39,S,F,03-11-2021,Saarbrücken,Saarland,Germany
11599,Melody Diaz,40,S,F,1/18/2020,Les Ulis,Essonne,France
11600,Linda D Rubio,40,S,F,05-06-2022,Sèvres,Hauts de Seine,France
11746,Seth Brooks,58,S,M,1/28/2022,Tacoma,Washington,United States
11601,Ivan S Raman,40,S,M,1/19/2020,Versailles,Yveline,France
11602,Larry Gill,40,S,M,07-10-2022,Salzgitter,Hessen,Germany
11603,Geoffrey Gonzalez,40,S,M,1/18/2021,London,England,United Kingdom
11604,Edgar Sanchez,40,S,M,01-03-2021,Wokingham,England,United Kingdom
11605,Heidi L Subram,40,S,F,03-08-2021,Stuttgart,Saarland,Germany
11606,Melody Ramos,37,S,F,01-08-2020,Morangis,Essonne,France
11607,Clinton H Moreno,37,S,M,1/19/2020,Paris,Seine (Paris),France
11608,Cesar E Madan,41,S,M,12/13/2022,Paris La Defense,Hauts de Seine,France
11609,Eugene E Ye,41,S,M,1/28/2021,York,England,United Kingdom
11610,Blake Collins,42,S,M,01-10-2021,Stoke-on-Trent,England,United Kingdom
11611,Ernest Lin,38,M,M,1/23/2020,Orleans,Loiret,France
11612,Keith Andersen,37,S,M,02-02-2021,Berkshire,England,United Kingdom
11613,Meredith M Prasad,42,S,F,5/13/2021,Leipzig,Nordrhein-Westfalen,Germany
11614,Katrina M Sharma,42,S,F,05-10-2021,Offenbach,Saarland,Germany
11615,Dwayne H Navarro,41,M,M,2/22/2021,Lancaster,England,United Kingdom
11616,Casey Nath,42,M,F,02-03-2021,Milton Keynes,England,United Kingdom
11617,Sean Brooks,58,S,M,09-10-2020,Grossmont,California,United States
11618,Brian M Ramirez,58,M,M,02-09-2022,Cliffside,British Columbia,Canada
11619,Sierra J Young,44,S,F,02-08-2022,Victoria,British Columbia,Canada
11620,Megan M Rodriguez,44,S,F,02-08-2022,Bellingham,Washington,United States
11621,Leah R She,44,S,F,08-01-2022,Bremerton,Washington,United States
11622,Gabriel Allen,43,M,M,04-08-2022,Kirkland,Washington,United States
11623,Angela Perry,44,S,F,09-07-2020,Fremont,California,United States
11624,Ryan C Smith,39,S,M,9/21/2020,Mill Valley,California,United States
11625,Zachary S Moore,44,M,M,9/24/2020,Palo Alto,California,United States
